Stkcd,Indnme,Nindnme,Nnindnme,enNindnme
2340,工业,有色金属矿采选业,废弃资源综合利用业,Non-ferrous metals mining and dressing
2341,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2342,工业,金属制品业,金属制品业,Metal product industry
2343,公用事业,广播电影电视业,广播、电视、电影和影视录音制作业,"Radio, film and television"
2344,公用事业,其他社会服务业,商务服务业,Other social services
2345,工业,其他制造业,其他制造业,Other manufacturing industries
2346,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
2347,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
2348,工业,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,"Culture, education and sporting goods manufacturing industry"
2349,工业,医药制造业,医药制造业,Pharmaceutical industry
2350,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
2351,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2352,公用事业,邮政服务业,邮政业,Postal service industry
2353,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
2354,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
2355,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
2356,商业,零售业,零售业,Retail industry
2357,公用事业,公路运输业,道路运输业,Highway transport industry
2358,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
2359,公用事业,通信服务业,电信、广播电视和卫星传输服务,Communication service industry
2360,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2361,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2362,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2363,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
2364,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
2365,工业,医药制造业,医药制造业,Pharmaceutical industry
2366,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
2367,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
2368,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
2369,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2370,工业,医药制造业,医药制造业,Pharmaceutical industry
2371,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
2372,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
2373,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
2374,工业,金属制品业,金属制品业,Metal product industry
2375,综合,装修装饰业,建筑装饰和其他建筑业,Buildings completing
2376,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2377,房地产,房地产业,房地产业,Real estate
2378,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
2379,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
2380,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
2381,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
2382,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
2383,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2384,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2385,工业,食品加工业,农副食品加工业,Food processing industry
2386,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2387,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2388,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2389,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2390,工业,医药制造业,医药制造业,Pharmaceutical industry
2391,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2392,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
2393,工业,医药制造业,医药制造业,Pharmaceutical industry
2394,工业,纺织业,纺织业,Textile industry
2395,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
2396,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2397,工业,纺织业,纺织业,Textile industry
2398,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2399,工业,医药制造业,医药制造业,Pharmaceutical industry
2400,公用事业,其他社会服务业,商务服务业,Other social services
2401,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
2402,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2403,工业,金属制品业,金属制品业,Metal product industry
2404,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
2405,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
2406,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
2407,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2408,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2409,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
2410,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
2411,工业,医药制造业,医药制造业,Pharmaceutical industry
2412,工业,医药制造业,医药制造业,Pharmaceutical industry
2413,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2414,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
2415,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
